TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating,ContinentId,RegionId,CountryId,CityId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,UserCityName,UserCityCountryId,AttractionCityName,AttractionCityCountryId,ContinentName,RegionName,RegionContinentId,CountryName,CountryRegionId,AttractionType,Season,UserAvgRating,UserVisitCount,AttractionAvgRating,AttractionVisitCount,VisitModePopularity,AttractionTypePopularity
3,70456,2022,10,2,640,5,5,21,163,4341.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Fall,5.0,1,4.267085922109411,13198,21620,13251
8,7567,2022,10,4,640,5,2,8,48,464.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,Canada,8,Nature & Wildlife Areas,Fall,5.0,1,4.267085922109411,13198,10945,13251
9,79069,2022,10,3,640,5,2,9,54,774.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,Brazil,9,Nature & Wildlife Areas,Fall,5.0,1,4.267085922109411,13198,15217,13251
10,31019,2022,10,3,640,3,5,17,135,583.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,Switzerland,17,Nature & Wildlife Areas,Fall,3.0,2,4.267085922109411,13198,15217,13251
15,43611,2022,10,2,640,3,5,21,163,1396.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Fall,3.0,3,4.267085922109411,13198,21620,13251
18,43471,2022,10,4,640,5,2,8,51,1806.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,United States,8,Nature & Wildlife Areas,Fall,5.0,2,4.267085922109411,13198,10945,13251
22,76492,2022,9,2,640,4,1,2,9,31.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Africa,,,Tanzania,2,Nature & Wildlife Areas,Fall,4.0,2,4.267085922109411,13198,21620,13251
23,20977,2022,10,4,640,5,5,21,163,8258.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Fall,5.0,1,4.267085922109411,13198,10945,13251
28,18655,2022,9,2,640,3,1,4,22,114.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Africa,,,South Africa,4,Nature & Wildlife Areas,Fall,3.0,1,4.267085922109411,13198,21620,13251
29,62907,2022,9,2,640,5,2,8,51,50.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,United States,8,Nature & Wildlife Areas,Fall,3.9285714285714284,14,4.267085922109411,13198,21620,13251
31,86054,2022,9,2,640,5,5,21,163,8809.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Fall,4.666666666666667,6,4.267085922109411,13198,21620,13251
33,41979,2022,9,2,640,5,4,15,109,5365.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,Australia,15,Nature & Wildlife Areas,Fall,5.0,1,4.267085922109411,13198,21620,13251
39,38726,2022,9,4,640,3,4,16,115,5506.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,New Zealand,16,Nature & Wildlife Areas,Fall,3.75,4,4.267085922109411,13198,10945,13251
43,67147,2022,8,2,640,4,5,21,163,818.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Summer,4.5,4,4.267085922109411,13198,21620,13251
44,2307,2022,9,2,640,4,4,15,109,4303.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,Australia,15,Nature & Wildlife Areas,Fall,4.0,2,4.267085922109411,13198,21620,13251
45,3660,2022,9,2,640,5,4,15,109,4398.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,Australia,15,Nature & Wildlife Areas,Fall,5.0,2,4.267085922109411,13198,21620,13251
46,50130,2022,9,4,640,3,5,21,163,8513.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Fall,3.0,1,4.267085922109411,13198,10945,13251
54,30450,2022,8,2,640,4,5,21,163,5264.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Summer,4.0,1,4.267085922109411,13198,21620,13251
56,82637,2022,7,3,640,4,4,15,109,3687.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,Australia,15,Nature & Wildlife Areas,Summer,4.0,1,4.267085922109411,13198,15217,13251
61,33716,2022,7,5,640,5,3,12,89,2617.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,United Arab Emirates,12,Nature & Wildlife Areas,Summer,5.0,2,4.267085922109411,13198,4525,13251
64,46517,2022,8,3,640,1,5,21,163,8366.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Summer,1.0,1,4.267085922109411,13198,15217,13251
66,50127,2022,8,2,640,5,3,12,88,2607.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,Turkey,12,Nature & Wildlife Areas,Summer,4.0,2,4.267085922109411,13198,21620,13251
67,61876,2022,8,2,640,5,1,4,22,191.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Africa,,,South Africa,4,Nature & Wildlife Areas,Summer,5.0,1,4.267085922109411,13198,21620,13251
68,16769,2022,6,2,640,5,5,18,138,693.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,Georgia,18,Nature & Wildlife Areas,Summer,5.0,1,4.267085922109411,13198,21620,13251
69,9804,2022,7,2,640,4,4,15,109,535.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,Australia,15,Nature & Wildlife Areas,Summer,3.4,5,4.267085922109411,13198,21620,13251
72,44419,2022,7,2,640,5,5,21,163,9057.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Summer,4.0,5,4.267085922109411,13198,21620,13251
73,84531,2022,7,2,640,5,4,15,109,1434.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,Australia,15,Nature & Wildlife Areas,Summer,5.0,1,4.267085922109411,13198,21620,13251
75,83915,2022,7,2,640,5,3,14,101,3226.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,Indonesia,14,Nature & Wildlife Areas,Summer,5.0,1,4.267085922109411,13198,21620,13251
76,62742,2022,7,2,640,4,4,15,109,3915.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,Australia,15,Nature & Wildlife Areas,Summer,4.0,1,4.267085922109411,13198,21620,13251
77,47615,2022,7,2,640,5,3,13,93,2690.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,India,13,Nature & Wildlife Areas,Summer,5.0,2,4.267085922109411,13198,21620,13251
78,85459,2022,7,3,640,5,4,15,109,4883.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,Australia,15,Nature & Wildlife Areas,Summer,5.0,1,4.267085922109411,13198,15217,13251
80,71946,2022,7,4,640,3,5,17,135,6213.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,Switzerland,17,Nature & Wildlife Areas,Summer,3.0,2,4.267085922109411,13198,10945,13251
82,54719,2022,7,4,640,5,2,8,51,929.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,United States,8,Nature & Wildlife Areas,Summer,5.0,2,4.267085922109411,13198,10945,13251
87,16291,2022,7,3,640,4,4,15,109,4272.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,Australia,15,Nature & Wildlife Areas,Summer,4.0,1,4.267085922109411,13198,15217,13251
93,18137,2022,6,2,640,1,4,15,109,1434.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,Australia,15,Nature & Wildlife Areas,Summer,1.0,1,4.267085922109411,13198,21620,13251
95,37338,2022,6,3,640,5,4,15,109,3915.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,Australia,15,Nature & Wildlife Areas,Summer,5.0,1,4.267085922109411,13198,15217,13251
97,18628,2022,6,3,640,4,3,13,93,2690.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,India,13,Nature & Wildlife Areas,Summer,4.666666666666667,3,4.267085922109411,13198,15217,13251
103,47542,2022,6,5,640,3,1,3,14,52.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Africa,,,Egypt,3,Nature & Wildlife Areas,Summer,3.0,1,4.267085922109411,13198,4525,13251
105,71155,2022,6,4,640,5,3,12,89,2623.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,United Arab Emirates,12,Nature & Wildlife Areas,Summer,5.0,1,4.267085922109411,13198,10945,13251
106,73515,2022,6,2,640,5,5,20,152,6955.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,Malta,20,Nature & Wildlife Areas,Summer,4.5,2,4.267085922109411,13198,21620,13251
111,1953,2022,5,4,640,4,3,13,93,2898.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,India,13,Nature & Wildlife Areas,Spring,4.333333333333333,3,4.267085922109411,13198,10945,13251
112,31372,2022,5,2,640,4,5,21,163,8888.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Spring,4.0,1,4.267085922109411,13198,21620,13251
114,35045,2022,5,2,640,5,3,14,101,3098.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,Indonesia,14,Nature & Wildlife Areas,Spring,5.0,1,4.267085922109411,13198,21620,13251
116,79488,2022,4,3,640,2,2,8,48,402.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,Canada,8,Nature & Wildlife Areas,Spring,3.0,3,4.267085922109411,13198,15217,13251
117,14186,2022,4,3,640,4,5,21,163,426.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Spring,4.0,1,4.267085922109411,13198,15217,13251
123,78554,2021,10,2,640,5,3,14,101,3098.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,Indonesia,14,Nature & Wildlife Areas,Fall,4.8,5,4.267085922109411,13198,21620,13251
124,30511,2021,11,4,640,5,3,14,101,3098.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,Indonesia,14,Nature & Wildlife Areas,Fall,5.0,1,4.267085922109411,13198,10945,13251
127,50138,2021,7,4,640,5,5,21,163,8652.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Summer,5.0,2,4.267085922109411,13198,10945,13251
132,83974,2020,10,5,640,5,4,15,109,3915.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,Australia,15,Nature & Wildlife Areas,Fall,5.0,1,4.267085922109411,13198,4525,13251
133,40006,2021,5,5,640,5,3,14,101,3260.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,Indonesia,14,Nature & Wildlife Areas,Spring,5.0,1,4.267085922109411,13198,4525,13251
136,50311,2021,1,2,640,4,5,21,163,337.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Winter,4.0,1,4.267085922109411,13198,21620,13251
138,56894,2021,1,2,640,5,4,16,115,178.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,New Zealand,16,Nature & Wildlife Areas,Winter,4.090909090909091,11,4.267085922109411,13198,21620,13251
141,36421,2020,12,4,640,5,3,14,101,3262.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,Indonesia,14,Nature & Wildlife Areas,Winter,5.0,2,4.267085922109411,13198,10945,13251
143,62902,2020,1,3,640,5,2,8,51,1847.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,United States,8,Nature & Wildlife Areas,Winter,4.6,5,4.267085922109411,13198,15217,13251
144,61175,2020,12,2,640,5,3,14,101,3106.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,Indonesia,14,Nature & Wildlife Areas,Winter,5.0,2,4.267085922109411,13198,21620,13251
145,61849,2019,11,2,640,4,1,4,22,106.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Africa,,,South Africa,4,Nature & Wildlife Areas,Fall,4.0,1,4.267085922109411,13198,21620,13251
150,51784,2019,10,2,640,5,2,8,51,1443.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,United States,8,Nature & Wildlife Areas,Fall,5.0,3,4.267085922109411,13198,21620,13251
158,61709,2019,12,2,640,5,5,21,163,4575.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Winter,5.0,2,4.267085922109411,13198,21620,13251
168,64920,2020,3,2,640,4,5,21,163,8215.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Spring,4.142857142857143,7,4.267085922109411,13198,21620,13251
170,27538,2020,4,4,640,5,2,8,48,545.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,Canada,8,Nature & Wildlife Areas,Spring,5.0,2,4.267085922109411,13198,10945,13251
171,27449,2019,7,3,640,4,3,14,101,3014.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,Indonesia,14,Nature & Wildlife Areas,Summer,4.5,2,4.267085922109411,13198,15217,13251
172,64392,2020,3,2,640,5,2,8,48,371.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,Canada,8,Nature & Wildlife Areas,Spring,4.75,8,4.267085922109411,13198,21620,13251
174,79911,2019,11,2,640,5,2,8,51,2036.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,United States,8,Nature & Wildlife Areas,Fall,5.0,3,4.267085922109411,13198,21620,13251
176,55535,2020,3,2,640,5,5,21,163,1840.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Spring,5.0,1,4.267085922109411,13198,21620,13251
181,51283,2020,3,2,640,4,2,8,51,654.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,United States,8,Nature & Wildlife Areas,Spring,4.0,1,4.267085922109411,13198,21620,13251
183,73796,2020,3,4,640,4,4,16,115,5589.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,New Zealand,16,Nature & Wildlife Areas,Spring,3.5,2,4.267085922109411,13198,10945,13251
185,21207,2020,3,4,640,3,5,21,163,8513.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Spring,3.0,2,4.267085922109411,13198,10945,13251
187,23868,2020,3,4,640,5,2,8,48,545.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,Canada,8,Nature & Wildlife Areas,Spring,5.0,1,4.267085922109411,13198,10945,13251
190,13954,2019,8,3,640,3,2,8,51,1282.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,United States,8,Nature & Wildlife Areas,Summer,3.0,3,4.267085922109411,13198,15217,13251
192,55381,2019,6,4,640,2,5,21,163,743.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Summer,2.0,1,4.267085922109411,13198,10945,13251
194,71073,2020,3,2,640,5,5,21,163,8317.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Spring,5.0,1,4.267085922109411,13198,21620,13251
195,113,2020,3,2,640,4,5,17,125,6000.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,Germany,17,Nature & Wildlife Areas,Spring,4.0,1,4.267085922109411,13198,21620,13251
205,16816,2020,3,2,640,5,5,21,163,8215.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Spring,5.0,1,4.267085922109411,13198,21620,13251
206,41624,2020,3,2,640,5,2,8,51,1474.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,United States,8,Nature & Wildlife Areas,Spring,5.0,1,4.267085922109411,13198,21620,13251
207,33038,2020,3,3,640,5,4,15,109,3979.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,Australia,15,Nature & Wildlife Areas,Spring,4.333333333333333,3,4.267085922109411,13198,15217,13251
208,46031,2020,2,5,640,4,2,8,48,441.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,Canada,8,Nature & Wildlife Areas,Winter,3.5,2,4.267085922109411,13198,4525,13251
211,81844,2020,3,2,640,5,2,8,51,1674.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,United States,8,Nature & Wildlife Areas,Spring,5.0,1,4.267085922109411,13198,21620,13251
212,64368,2020,2,3,640,5,3,12,89,2625.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,United Arab Emirates,12,Nature & Wildlife Areas,Winter,5.0,1,4.267085922109411,13198,15217,13251
213,51849,2020,3,4,640,5,5,21,163,8837.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Spring,5.0,2,4.267085922109411,13198,10945,13251
223,53252,2019,4,4,640,5,2,8,51,1552.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,United States,8,Nature & Wildlife Areas,Spring,5.0,2,4.267085922109411,13198,10945,13251
224,29563,2020,3,3,640,5,4,16,115,5572.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,New Zealand,16,Nature & Wildlife Areas,Spring,5.0,1,4.267085922109411,13198,15217,13251
225,66839,2020,2,3,640,4,5,21,159,7536.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,France,21,Nature & Wildlife Areas,Winter,4.0,1,4.267085922109411,13198,15217,13251
226,42947,2020,1,2,640,5,5,21,163,8402.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Winter,4.0,2,4.267085922109411,13198,21620,13251
231,77269,2020,3,2,640,4,5,21,163,8136.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Spring,3.5,2,4.267085922109411,13198,21620,13251
232,4371,2020,3,2,640,5,4,15,109,1434.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,Australia,15,Nature & Wildlife Areas,Spring,4.5,4,4.267085922109411,13198,21620,13251
233,25561,2019,6,2,640,5,3,14,101,3013.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,Indonesia,14,Nature & Wildlife Areas,Summer,5.0,1,4.267085922109411,13198,21620,13251
236,16514,2020,3,2,640,3,5,19,145,6677.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,Sweden,19,Nature & Wildlife Areas,Spring,3.0,1,4.267085922109411,13198,21620,13251
237,52730,2020,3,2,640,5,5,20,153,6972.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,Moldova,20,Nature & Wildlife Areas,Spring,5.0,1,4.267085922109411,13198,21620,13251
238,21256,2020,3,2,640,5,4,16,115,5488.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,New Zealand,16,Nature & Wildlife Areas,Spring,5.0,1,4.267085922109411,13198,21620,13251
239,45191,2020,3,2,640,5,5,21,163,8221.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Europe,,,United Kingdom,21,Nature & Wildlife Areas,Spring,4.5,2,4.267085922109411,13198,21620,13251
240,81154,2020,3,2,640,4,2,8,48,333.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,Canada,8,Nature & Wildlife Areas,Spring,4.0,4,4.267085922109411,13198,21620,13251
241,57365,2020,3,2,640,4,2,8,48,576.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,Canada,8,Nature & Wildlife Areas,Spring,4.0,1,4.267085922109411,13198,21620,13251
242,85847,2020,3,3,640,4,3,14,101,3285.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,Indonesia,14,Nature & Wildlife Areas,Spring,4.1,10,4.267085922109411,13198,15217,13251
244,59810,2020,3,4,640,4,3,11,70,2282.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,Hong Kong,11,Nature & Wildlife Areas,Spring,4.0,1,4.267085922109411,13198,10945,13251
246,16482,2020,1,4,640,5,2,8,51,1972.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,United States,8,Nature & Wildlife Areas,Winter,5.0,1,4.267085922109411,13198,10945,13251
249,45653,2020,2,2,640,5,4,16,115,5671.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Australia & Oceania,,,New Zealand,16,Nature & Wildlife Areas,Winter,5.0,1,4.267085922109411,13198,21620,13251
250,70967,2020,3,5,640,5,3,14,101,3285.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,Indonesia,14,Nature & Wildlife Areas,Spring,4.666666666666667,9,4.267085922109411,13198,4525,13251
252,63138,2020,2,4,640,4,2,8,51,765.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,America,,,United States,8,Nature & Wildlife Areas,Winter,4.071428571428571,14,4.267085922109411,13198,10945,13251
254,17811,2020,2,5,640,5,3,14,108,3667.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",,,Douala,1,Asia,,,Vietnam,14,Nature & Wildlife Areas,Winter,5.0,1,4.267085922109411,13198,4525,13251
